pic,source_file,CY_index,h11,h21,rk_bk,sq_bk,dp_bk,bk_match,hodge_match,rankS,h11_minus_rankS,pic_expected,kernel_dim_match,pic1_scale_k
2,Example_Files/Y.v17.txt,7116,13,29,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,7158,13,30,11,16,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,7198,13,31,11,19,24,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,7689,13,40,11,19,27,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,7720,13,44,11,16,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,7914,13,31,11,22,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,7916,13,31,11,19,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,8172,13,31,11,20,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,8173,13,31,11,23,31,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,8494,13,33,11,14,16,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,8673,13,32,11,17,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,8760,13,31,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,8774,13,28,11,20,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,8810,13,29,11,21,30,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,8816,13,29,11,21,30,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,8940,13,32,11,17,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,8985,13,27,11,15,18,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9047,13,31,11,21,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9051,13,31,11,21,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9086,13,31,11,14,16,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9101,13,31,11,15,16,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9184,13,38,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9675,13,37,11,16,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9676,13,37,11,15,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9700,13,38,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9708,13,38,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9843,13,38,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9930,13,39,11,16,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,9962,13,35,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10064,13,33,11,16,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10078,13,33,11,16,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10391,13,28,11,21,27,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10480,13,28,11,19,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10482,13,28,11,20,27,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10524,13,31,11,20,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10526,13,31,11,20,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10552,13,28,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10561,13,29,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10571,13,36,11,19,27,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10636,13,36,11,19,27,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10649,13,35,11,16,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10807,13,31,11,19,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10829,13,30,11,18,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,10985,13,29,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11046,13,31,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11047,13,31,11,21,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11069,13,28,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11074,13,29,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11080,13,28,11,17,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11095,13,29,11,20,27,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11105,13,26,11,17,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11142,13,29,11,17,18,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11166,13,30,11,19,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11250,13,34,11,21,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11312,13,29,11,20,27,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11352,13,32,11,19,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11368,13,31,11,20,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11385,13,36,11,17,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11407,13,32,11,20,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11475,13,35,11,18,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11582,13,30,11,17,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11643,13,30,11,16,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11663,13,28,11,19,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11698,13,32,11,20,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11704,13,30,11,16,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11808,13,30,11,18,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,11951,13,28,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,12162,13,29,11,16,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,12618,13,28,11,16,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,12751,13,29,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,12775,13,29,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,12819,13,29,11,19,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,12889,13,33,11,19,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,12891,13,29,11,16,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,12919,13,32,11,16,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13099,13,31,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13322,13,31,11,16,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13332,13,29,11,16,18,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13333,13,31,11,19,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13344,13,29,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13407,13,31,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13428,13,31,11,16,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13447,13,29,11,18,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13488,13,29,11,16,18,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13509,13,28,11,19,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13577,13,31,11,20,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13752,13,28,11,17,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,13758,13,29,11,17,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14092,13,29,11,20,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14093,13,34,11,18,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14094,13,31,11,20,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14128,13,33,11,21,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14132,13,35,11,21,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14133,13,38,11,20,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14148,13,33,11,22,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14184,13,30,11,21,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14198,13,28,11,20,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14207,13,28,11,21,30,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14355,13,28,11,24,36,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14422,13,28,11,22,27,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14455,13,34,11,19,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14462,13,29,11,17,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14504,13,30,11,16,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14515,13,28,11,22,30,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14516,13,26,11,22,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14531,13,44,11,17,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14546,13,28,11,18,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14549,13,37,11,15,24,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14617,13,41,11,19,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14689,13,39,11,18,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14702,13,40,11,19,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14763,13,29,11,16,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14840,13,33,11,19,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14841,13,35,11,17,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14856,13,35,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,14867,13,35,11,17,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15058,13,34,11,16,17,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15097,13,40,11,20,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15172,13,32,11,20,24,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15206,13,38,11,21,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15223,13,29,11,16,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15371,13,33,11,21,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15534,13,27,11,15,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15542,13,29,11,17,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15568,13,29,11,15,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15603,13,34,11,21,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15619,13,30,11,16,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15703,13,33,11,17,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15706,13,33,11,18,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15716,13,31,11,14,17,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15765,13,34,11,21,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15794,13,29,11,17,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15863,13,28,11,19,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15864,13,35,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15886,13,28,11,19,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,15918,13,29,11,18,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16114,13,29,11,17,18,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16126,13,31,11,21,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16147,13,29,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16153,13,28,11,20,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16241,13,29,11,16,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16301,13,31,11,22,30,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16373,13,31,11,17,17,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16394,13,31,11,23,30,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16401,13,30,11,17,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16404,13,30,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16432,13,31,11,23,30,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16437,13,28,11,21,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16483,13,29,11,19,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16487,13,28,11,19,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16488,13,28,11,20,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16497,14,29,12,24,33,True,True,12,2,2,True,
2,Example_Files/Y.v17.txt,16516,13,27,11,20,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16556,13,27,11,16,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16568,13,28,11,19,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16573,13,36,11,23,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16619,13,34,11,19,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16640,13,28,11,21,30,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16650,16,30,14,28,34,True,True,14,2,2,True,
2,Example_Files/Y.v17.txt,16663,13,43,11,17,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16702,13,27,11,15,24,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16718,14,29,12,26,33,True,True,12,2,2,True,
2,Example_Files/Y.v17.txt,16753,13,28,11,16,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16755,13,31,11,25,32,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16823,13,37,11,19,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,16949,13,26,11,19,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17086,13,28,11,19,27,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17087,13,29,11,22,30,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17088,13,29,11,20,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17089,19,22,17,42,51,True,True,17,2,2,True,
2,Example_Files/Y.v17.txt,17274,13,36,11,17,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17278,13,42,11,19,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17318,13,34,11,19,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17326,13,29,11,19,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17346,13,34,11,19,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17359,13,30,11,18,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17375,13,34,11,19,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17378,13,29,11,19,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17379,13,28,11,18,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17456,13,31,11,19,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17526,13,34,11,24,35,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17536,13,34,11,19,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17551,13,36,11,22,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17590,13,29,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17605,13,29,11,18,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17616,13,30,11,16,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,17630,13,31,11,17,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,18530,13,43,11,19,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,18584,13,39,11,18,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,18683,13,36,11,16,18,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,18755,13,36,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,18934,13,42,11,18,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19018,13,39,11,17,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19121,13,40,11,22,26,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19185,13,37,11,19,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19211,13,33,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19216,13,36,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19259,13,43,11,18,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19304,13,36,11,22,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19318,13,37,11,18,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19581,13,33,11,19,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19602,13,33,11,19,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19686,13,31,11,17,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19725,13,31,11,15,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19781,13,29,11,16,18,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,19825,13,29,11,16,18,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,20374,13,38,11,14,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,20513,13,39,11,17,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,20697,13,35,11,17,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,20704,13,35,11,16,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,20730,13,33,11,16,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,20793,13,36,11,16,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21015,13,30,11,19,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21056,13,30,11,16,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21061,13,30,11,16,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21071,13,30,11,17,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21102,13,29,11,18,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21138,13,32,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21278,13,31,11,19,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21402,13,36,11,18,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21409,13,34,11,16,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21634,13,29,11,16,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21706,13,31,11,21,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21781,13,31,11,21,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21945,13,31,11,21,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,21976,13,31,11,21,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22031,13,29,11,18,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22065,13,36,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22067,13,37,11,17,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22142,13,34,11,17,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22208,13,28,11,19,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22214,13,30,11,17,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22220,13,34,11,17,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22264,13,36,11,18,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22321,13,31,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22325,13,28,11,17,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22402,13,32,11,18,19,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22425,13,31,11,22,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22477,13,29,11,18,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22548,14,26,12,25,32,True,True,12,2,2,True,
2,Example_Files/Y.v17.txt,22553,16,28,14,33,39,True,True,14,2,2,True,
2,Example_Files/Y.v17.txt,22557,14,26,12,24,34,True,True,12,2,2,True,
2,Example_Files/Y.v17.txt,22578,13,29,11,21,32,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22689,13,31,11,20,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22744,13,26,11,19,28,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22768,13,30,11,21,23,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22771,13,29,11,15,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22798,13,28,11,15,21,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22799,13,28,11,20,25,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22849,13,28,11,17,22,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,22873,13,27,11,15,20,True,True,11,2,2,True,
2,Example_Files/Y.v17.txt,23106,13,34,11,20,25,True,True,11,2,2,True,
2,Example_Files/Y.v18.txt,4,14,42,12,15,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,23,14,40,12,15,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,39,14,43,12,19,22,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,129,14,27,12,19,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,202,14,27,12,18,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,210,14,28,12,24,29,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,219,14,26,12,21,25,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,223,14,28,12,23,29,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,224,14,26,12,18,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,255,14,29,12,18,20,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,270,14,27,12,19,26,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,271,14,27,12,23,27,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,278,14,26,12,19,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,279,14,24,12,16,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,293,14,30,12,18,22,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,311,14,28,12,19,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,323,14,26,12,18,23,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,334,14,24,12,16,20,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,402,14,26,12,16,19,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,432,14,26,12,16,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,453,14,29,12,18,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,487,14,28,12,23,26,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,510,14,29,12,18,22,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,575,14,44,12,18,20,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,643,14,26,12,20,27,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,648,14,28,12,19,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,649,14,27,12,19,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,756,14,36,12,18,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,768,14,36,12,18,22,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,781,14,36,12,22,28,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,784,14,34,12,18,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,876,14,35,12,20,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,992,14,24,12,18,26,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,997,14,33,12,23,27,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1030,14,26,12,17,18,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1038,14,30,12,21,26,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1083,14,31,12,20,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1316,14,32,12,21,25,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1328,14,31,12,18,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1357,14,31,12,20,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1367,14,30,12,20,26,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1406,14,31,12,22,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1444,14,31,12,22,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1445,14,31,12,22,24,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1496,14,32,12,22,25,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1512,14,27,12,18,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1538,14,28,12,18,23,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1567,14,29,12,17,20,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1583,14,30,12,19,20,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1596,14,28,12,18,20,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1654,14,30,12,19,20,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1702,14,28,12,20,23,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1787,14,31,12,19,22,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1797,14,34,12,22,26,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1818,14,30,12,18,20,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1869,14,30,12,19,20,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1883,14,28,12,20,26,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1888,14,31,12,22,25,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1927,14,28,12,20,23,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1938,14,26,12,18,20,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1940,14,30,12,24,30,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1960,14,27,12,17,18,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,1976,14,26,12,18,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,2059,14,27,12,20,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,2073,14,27,12,22,26,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,2092,14,28,12,20,22,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,2097,14,27,12,24,29,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,2227,14,31,12,20,21,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,2231,14,32,12,20,22,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,2334,14,33,12,23,25,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,2561,14,28,12,18,23,True,True,12,2,2,True,
2,Example_Files/Y.v18.txt,2825,14,28,12,17,18,True,True,12,2,2,True,
