pic,source_file,CY_index,h11,h21,rk_bk,sq_bk,dp_bk,bk_match,hodge_match,rankS,h11_minus_rankS,pic_expected,kernel_dim_match,pic1_scale_k
2,Example_Files/Y.v13.txt,17480,9,39,7,11,17,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,18117,9,51,7,11,14,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,18233,9,52,7,9,14,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,18442,9,48,7,10,13,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,18541,9,44,7,9,14,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,18591,9,42,7,12,15,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,19103,9,43,7,9,15,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,19345,9,41,7,11,16,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,19444,9,39,7,8,16,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,19458,9,46,7,11,18,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,19491,9,40,7,10,14,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,19831,9,38,7,9,17,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,19981,9,40,7,11,17,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,20400,11,38,9,21,39,True,True,9,2,2,True,
2,Example_Files/Y.v13.txt,20401,9,53,7,7,14,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,20426,9,44,7,11,18,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,20458,9,40,7,12,23,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,20590,9,47,7,12,14,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,20706,13,33,11,24,36,True,True,11,2,2,True,
2,Example_Files/Y.v13.txt,20710,10,34,8,19,32,True,True,8,2,2,True,
2,Example_Files/Y.v13.txt,20785,9,57,7,11,14,True,True,7,2,2,True,
2,Example_Files/Y.v13.txt,21546,11,51,9,12,24,True,True,9,2,2,True,
2,Example_Files/Y.v14.txt,194,10,36,8,13,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,205,10,34,8,16,25,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,241,10,34,8,16,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,252,10,50,8,12,14,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,257,10,47,8,12,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,260,10,34,8,12,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,265,10,35,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,281,10,34,8,12,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,379,10,36,8,13,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,408,10,35,8,10,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,563,10,40,8,13,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,567,10,39,8,16,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,778,10,41,8,14,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,793,10,41,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,834,10,37,8,11,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,920,10,37,8,11,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1236,10,36,8,15,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1280,10,39,8,14,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1281,10,41,8,14,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1516,10,36,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1598,10,36,8,11,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1601,10,36,8,11,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1672,10,41,8,14,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1740,10,37,8,12,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1825,10,37,8,13,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1942,10,39,8,14,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,1997,10,35,8,12,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2049,10,41,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2077,10,35,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2240,10,34,8,13,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2255,10,32,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2259,10,34,8,13,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2265,10,36,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2291,10,34,8,14,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2306,10,36,8,11,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2332,10,34,8,14,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2508,10,34,8,12,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2598,10,34,8,14,25,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2621,10,35,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2623,10,34,8,13,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2671,10,35,8,13,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2809,10,32,8,12,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2853,10,37,8,15,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2868,10,34,8,12,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2916,10,37,8,12,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,2970,10,46,8,14,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3035,10,44,8,14,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3040,10,40,8,15,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3062,10,41,8,14,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3112,10,45,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3189,10,42,8,13,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3210,10,45,8,13,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3298,10,41,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3309,10,39,8,15,25,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3712,10,40,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3894,10,35,8,13,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,3917,10,37,8,13,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4015,10,39,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4166,10,43,8,11,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4324,10,39,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4439,10,45,8,11,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4742,10,32,8,12,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4785,10,37,8,10,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4789,10,39,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4812,10,35,8,16,25,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4817,10,37,8,14,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4837,10,34,8,11,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4858,10,39,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4869,10,34,8,12,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,4905,10,44,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,5516,10,39,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,5835,10,39,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,5917,10,34,8,14,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,5992,10,44,8,11,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6127,10,39,8,14,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6203,10,39,8,14,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6240,10,39,8,14,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6332,10,35,8,12,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6434,10,37,8,15,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6458,10,37,8,14,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6539,10,32,8,12,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6552,10,35,8,12,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6557,10,36,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6590,10,32,8,9,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6595,10,36,8,14,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6616,10,43,8,12,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6648,10,34,8,14,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6767,10,35,8,13,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6770,10,42,8,15,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6773,10,34,8,12,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6776,10,35,8,13,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6796,10,37,8,12,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6803,10,36,8,11,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6822,10,42,8,15,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6881,10,40,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6950,10,40,8,13,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6963,10,32,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,6971,10,37,8,15,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7065,10,34,8,8,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7067,10,36,8,11,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7077,10,37,8,13,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7080,10,36,8,10,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7089,10,33,8,12,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7148,10,35,8,13,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7160,10,36,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7180,10,36,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7369,10,44,8,13,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7387,10,34,8,14,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7427,10,37,8,11,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7688,10,44,8,10,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7818,10,43,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7882,10,44,8,13,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,7942,10,39,8,13,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,8250,10,34,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,8415,10,43,8,13,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,8710,10,37,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,8724,10,32,8,14,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,8757,10,38,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,9355,10,38,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,9376,10,39,8,11,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,9463,10,34,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,9949,10,38,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,10366,10,38,8,14,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,10615,10,43,8,13,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,10698,10,43,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,10752,10,37,8,14,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,11003,10,38,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,11055,10,38,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,11370,10,34,8,11,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,11473,10,37,8,14,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,11576,10,34,8,11,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,11629,10,34,8,10,12,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,11858,10,41,8,16,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,12114,10,33,8,11,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,12139,10,38,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,12170,10,38,8,11,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,12460,10,38,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,12986,10,31,8,13,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,13072,10,44,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,13244,10,34,8,9,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,13523,10,36,8,11,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,13668,10,36,8,11,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,13687,10,35,8,10,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,13700,10,37,8,12,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,14181,10,37,8,12,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,14467,10,32,8,11,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,14587,10,38,8,12,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,14859,10,33,8,11,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,14926,10,36,8,10,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,14944,10,38,8,12,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15041,10,39,8,10,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15326,10,34,8,10,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15464,10,37,8,12,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15526,10,34,8,13,25,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15547,13,28,11,27,41,True,True,11,2,2,True,
2,Example_Files/Y.v14.txt,15549,10,44,8,13,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15557,10,39,8,15,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15560,10,36,8,14,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15635,10,32,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15728,10,38,8,14,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15730,10,37,8,11,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15731,10,32,8,12,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15755,10,48,8,14,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15794,10,34,8,11,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15837,10,49,8,16,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15890,10,41,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,15968,10,41,8,14,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16162,10,36,8,10,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16240,10,35,8,11,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16282,12,28,10,18,30,True,True,10,2,2,True,
2,Example_Files/Y.v14.txt,16303,10,61,8,12,14,True,True,8,2,2,True,
1,Example_Files/Y.v14.txt,16326,10,56,9,9,18,True,True,9,1,1,True,1.0
2,Example_Files/Y.v14.txt,16335,11,33,9,18,30,True,True,9,2,2,True,
2,Example_Files/Y.v14.txt,16354,10,34,8,11,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16358,10,39,8,11,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16386,10,44,8,13,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16463,10,34,8,12,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16642,10,35,8,17,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16644,10,35,8,15,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16647,10,39,8,16,27,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16665,10,36,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16699,10,32,8,14,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16716,10,43,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16725,10,39,8,11,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16745,10,41,8,15,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,16763,10,36,8,15,25,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,17075,10,44,8,13,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,17296,10,46,8,14,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,17696,10,51,8,11,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,19080,10,41,8,14,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,19122,10,43,8,11,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,19334,10,48,8,12,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,19395,10,46,8,16,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,19420,10,48,8,13,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,19705,10,46,8,11,14,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,20109,10,37,8,11,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,20191,10,48,8,13,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,20266,10,42,8,13,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,20352,10,41,8,15,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,20939,10,39,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,20969,10,37,8,11,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,20978,10,46,8,11,14,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,21027,10,43,8,13,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,21038,10,30,8,13,20,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,21045,10,32,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,22431,10,45,8,10,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,22524,10,45,8,9,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,22565,10,46,8,15,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,22566,10,46,8,14,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,22597,10,46,8,13,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,22821,10,40,8,10,15,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,23089,10,34,8,10,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,23341,10,32,8,13,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,23369,10,37,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,23704,10,43,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,23903,10,34,8,9,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,23956,10,39,8,13,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,24201,10,39,8,11,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,24289,10,37,8,11,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,24353,10,32,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,24388,10,37,8,16,24,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,24396,10,41,8,16,22,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,24496,10,37,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,24698,10,37,8,11,14,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,24792,10,38,8,12,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,24837,10,38,8,11,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,25299,10,35,8,15,23,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,25405,10,37,8,11,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,25456,10,35,8,12,19,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,25743,10,41,8,11,17,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,25940,10,36,8,10,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,26054,12,28,10,18,33,True,True,10,2,2,True,
2,Example_Files/Y.v14.txt,26060,11,34,9,22,33,True,True,9,2,2,True,
2,Example_Files/Y.v14.txt,26117,10,50,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,26267,10,36,8,12,12,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,26275,10,39,8,13,18,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,26313,10,35,8,12,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,26316,10,39,8,14,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,26404,10,32,8,14,21,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,26416,10,40,8,15,27,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,26455,10,34,8,10,12,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,26491,11,29,9,13,25,True,True,9,2,2,True,
2,Example_Files/Y.v14.txt,26970,10,52,8,13,16,True,True,8,2,2,True,
2,Example_Files/Y.v14.txt,27260,10,52,8,9,18,True,True,8,2,2,True,
2,Example_Files/Y.v15.txt,258,11,34,9,18,26,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,272,11,31,9,17,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,295,11,33,9,13,22,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,332,11,32,9,15,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,342,11,36,9,17,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,344,11,32,9,15,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,359,11,33,9,14,18,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,364,11,32,9,14,17,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,385,11,34,9,14,18,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,433,11,44,9,14,20,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,461,11,29,9,12,24,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,491,11,40,9,15,25,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,563,11,34,9,17,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,660,11,36,9,13,17,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,734,11,31,9,16,22,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,799,11,31,9,15,22,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,839,11,36,9,15,19,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,842,11,31,9,17,26,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,860,11,32,9,15,20,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,872,11,39,9,12,18,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,883,11,41,9,15,19,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,887,11,41,9,18,30,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,889,11,39,9,17,22,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,899,11,37,9,14,18,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,926,11,34,9,15,20,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,1029,11,34,9,17,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,1243,11,36,9,14,17,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,1321,11,39,9,13,16,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,1532,11,41,9,15,19,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,1770,11,36,9,15,19,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,1791,11,36,9,15,19,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,1804,11,36,9,13,17,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,1868,11,36,9,14,17,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,1876,11,34,9,13,19,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,1983,11,36,9,15,19,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2136,11,36,9,14,17,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2312,11,34,9,13,18,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2356,11,36,9,12,17,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2406,11,36,9,12,17,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2408,11,36,9,13,19,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2458,11,33,9,15,24,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2583,11,34,9,16,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2600,11,36,9,14,19,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2632,11,33,9,15,21,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2659,11,39,9,13,18,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2719,11,31,9,15,22,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2776,11,34,9,15,20,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2871,11,36,9,14,17,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,2881,11,39,9,15,18,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,3213,11,34,9,17,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,3223,11,34,9,15,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,3281,11,33,9,15,21,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,3323,11,39,9,16,22,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,3513,11,39,9,13,16,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,3560,11,34,9,16,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,3561,11,36,9,17,23,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,3643,11,33,9,16,21,True,True,9,2,2,True,
2,Example_Files/Y.v15.txt,3646,11,31,9,15,22,True,True,9,2,2,True,
